Gupz Sehra,Label Black
Benny Dayal,Daaru Desi
Sukhbir,Ishq Tera Tadpave - Oh Ho Ho Ho
Daler Mehndi,Tunak Tunak Tun
YOG$,Alive
Jack Harlow,Young Harleezy
Blaccmass,Still Woo
Grits,Ooh Ahh (My Life Be Like) [feat. Tobymac]
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks)
Falak Shabbir,Mera Mann Kehne Laga
Azaan Sami Khan,Ik Lamha
Multani,Rishikesh
Jan Blomqvist,The Space In Between - Ben Böhmer Remix
Jeetu Sharma,Har Har Shambhu Shiv Mahadeva
Wiz Khalifa,So High (feat. Ghost Loft)
Berner,Feelin (feat. Wiz Khalifa)
Big Sean,One Man Can Change The World
Caye,Easy (feat. Wiz Khalifa)
Jazz Cartier,Dead Or Alive
Tyla Yaweh,High Right Now
The Rare Occasions,Notion
EKKSTACY,then i met her
Lonely God,Marlboro Nights
Yxngxr1,PIGEONS
dyl dion,see me now
Hot Flash Heat Wave,Hesitation
Dayglow,Can I Call You Tonight?
Yot Club,no way !
creamy,Past Lives (Acoustic)
Jiubel,Runnin
Tarsem Jassar,No Count
Aero Chord,SVNSET (feat. Norman Perry)
Elderbrook,Numb - Chill Mix
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
SZA,Power is Power (feat. The Weeknd & Travis Scott)
Sentenced,Mourn
Edguy,Wash Away the Poison
Shamrain,To Leave
The Doorbeen,Aaj Da Ranjha
Kyle Mbappe,Two Feet Love Is A Bitch (Slowed And Reverb)
SUNDERWORLD,VANISH (INTERLUDE).
Shawn Mendes,Summer of Love (Shawn Mendes & Tainy)
Guri,Nira Ishq
Gippy Grewal,Car Nachdi
Key Glock,Ambition For Cash
Chani Nattan,Daku
Mickey Singh,All By Myself
Rav Aulakh,Brotherhood
Icy Narco,Numb & Frozen
Sajanka,Jumpa Lumpa
One Function,Ajna
Blazy,Interlude
JID,Surround Sound (feat. 21 Savage & Baby Tate)
Stick Figure,World on Fire (feat. Slightly Stoopid)
Taiwan MC,Let the Weed Bun
Llunr,the world could end with you
iZthoN,I Don't Trust Nobody
Kayou.,I Can't Hate You
Dxvn.,LoveYou
DancingRoom,N i g h t C h a n g e s (slowed)
Harrdy Sandhu,Bijlee Bijlee
Taniskaa Sanghvi,"Ek Zindagi (From ""Angrezi Medium"")"
Abhishek Arora,Theher Ja
Shankar Mahadevan,Uff Teri Adaa
Neeraj Shridhar,Chor Bazaari
Dominique Cerejo,Sooraj Ki Baahon Mein
Juicy M,Psyhaus
NOMINAL,Everyday Anyone
Disco Volante,Satisfaction - Original Mix
Lane 8,Sunday Song
Neelix,Bang Bang
Rhys Sfyrios,What Is Techno
Mooroo,Tasveer
INNDRIVE,Shake It
070 Shake,Skin and Bones
SVMP,where do we go when we fall in love
Anurag Saikia,Aise Kyun
coldbrew,simple.
11:11 Music Group,Past Lives
Ravator,Falak
Neyhal,Sukoon
Sagar Verma,Jee Chaahe
Rauhan Malik,Kitna Tarsey
Gurinder Gill,Faraar
Maninder Buttar,Dilaan De Rajya
Chris Night,Fuck This Shit
Rekha Bhardwaj,Mileya Mileya
Sohail Sen,Choomantar
Monica Dogra,Dooriyan Hain Zaroori
Rusha & Blizza,Huzur (Reprise)
Shirley Setia,"Ik Vaari Aa-Nadaan Parindey-Tum Ho Toh (From ""T-Series Mixtape Season 2"")"
Call,Laaree Chootee
Anju Sharma,Kon Kahta Ki Bhagwan Aate Nhi
Pandavaas,Kedarnath
Minakshi Mazumdar,Shiva Suvarnamala Stuti
Ravindra Jain,Mangal Bhavan Amangal Haari Sitaram Charit
Maanya Arora,Laadli Shree Radhe
Akull,Laal Bindi
Agam Aggarwal,Shree Ram Chandra
Satish Dehra,Shiv Rudrashtakam
Nilotpal Bora,Dhaaga
Disha Roy,Jai Jai Shiv Shambhu
Sundeep Gosswami,Shiva Moksha Hai - The Divine Light
Emiway Bantai,GRIND
DJ Glory,Ram Siya Ram
Sirazee,Aag Lage Chahe Basti Mai
Ammy Virk,Daryaa
Baba Kutani,Om Namah Shivay
Ashutosh Pratihast,Jai Mahakaal
Suprabha KV,Radha Rani Lage
Madhavas Rock Band,Sri Krishna Govinda
Akki Kalyan,Devo Ke Dev Mahadev
Anxmus Music,Music From East Nepal 2.0
Dev Negi,Sweetheart
Mukesh,Kisi Ki Muskurahaton Pe
Soham Naik,Bas Ek Baar
Arun Prajith,Tum Prem Ho
Raman Mahadevan,Kholo Kholo
Debanjali B Joshi,Yashomati Maiya Se Bole Nandlala
Laman,Kaali Ghagri
Nandlal Chhanga,Radha Raman
Akash Sharma,Shiv Kailasho Ke Wasi
Karnail Rana,Pahari Folk Trap 01
Kabir Cafe,Matkar Maya Ko Ahankar
Vinay Katoch,Bhola Mera Yaar
"Kumar Mukesh, Bamlehri",Mast Bana De
Upasana Mehta,Pakad Lo Hath Banwari
Nirmalya Roy,Karpur Gauram Karunavtaram
Emilee,Gone Away
Apache Indian,Om Namah Shivaya
Govinda,A Modern Mantra
aswekeepsearching,Gangtey
Ink Heart,Mandala
Visck,Nilo
Sodhivine,Sitar Flex
Vijay G.Batalvi,Devon Ke Dev - Mere Shiv Bhagwan
Surabhi Dhomne,Mata Sherawali
Rakesh Chaurasia,Enchanting Flute
Govind Krsna Das,Krishna Hey
Arohi Anil Agarkar,Prabhu Patit Pavan
Matt Simons,Catch & Release - Deepend Remix
The Abyssinians,Meditation - Remastered 2002
MAGIC!,Rude
R. City,Locked Away (feat. Adam Levine)
John Legend,All of Me
Hippie Sabotage,Whiskey
ASHWYN,Five Miles
JBABE,Guyver
Clinton N,let go
Heylu,Apocalypse
Zeegs,Sunrise
Kayan,Cool Kids
Madison Beer,Reckless
Nessa Barrett,die first
Conan Gray,Yours
Lauren Spencer Smith,Fingers Crossed
TALK,Run Away to Mars
Benson Boone,In The Stars
Paloma Faith,Only Love Can Hurt Like This
James Arthur,Car's Outside
Riley Johns,Don't Give Up On Me (From FIve Feet Apart)
Marlon Craft,Off The Knob
Rexx Life Raj,Kimbo Slice
Millind Gaba,Daaru Party
Daniel Caesar,Get You (feat. Kali Uchis)
Khai,Do You Go Up
Sam Wills,Traingazing
River Tiber,West
ASTN,Happier Than Ever
Christian Kuria,Toroka
Pete Kingsman,Someone
Dhanush,"Megham Karukatha (From ""Thiruchitrambalam"")"
Anirudh Ravichander,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")"
Sia,Unstoppable
Malayali Monkeys,Oombalum kanjiyum - Live
Nej,Paro
CKay,love nwantiti (ah ah ah)
Hesham Abdul Wahab,"Darshana - From ""Hridayam"""
ovg!,Hoes No Jutsu
Deep Dosanjh,Kabba Subaah
Param Singh,Daru Badnaam
Flux Zone,The Underground
Ruelle,War Of Hearts
The Plot In You,FEEL NOTHING
Sid Sriram,"Kaadhal En Kaviye - From ""Salmon 3D"""
Hrithik Jayakish,"Thallumaala Paattu - From ""Thallumaala"""
WILLOW,Wait a Minute!
Proton,Mirror Masa (I Think I'm Fallin' for Ya)
Young Stunners,Afsanay
Jordan Sandhu,Freestyle
BTS,Butter
Lennon Stella,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album
Kavita Krishnamurthy,Koi Mil Gaya
Ali Noor,Pagal
Christina Perri,A Thousand Years
Rachel Platten,Fight Song
Victorious Cast,You're The Reason (feat. Victoria Justice)
Naomi Scott,Speechless (Full)
The Cast of Dora and the Lost City of Gold,Hooray! We Did It
Ali Azmat,Yeh Jism
Olivia Rodrigo,All I Want
High School Musical Cast,"Right Here, Right Now"
Meet Bros.,Girl I Need You
Lil Dicky,Professional Rapper (feat. Snoop Dogg)
Sikander Kahlon,Ho Ji Ho
steezy prime,with purpose
tomcbumpz,be
Project AER,A Better Place
ENRA,Consequences
iamalex,Kiss Me
No Spirit,Planet 9
So.Lo,Belmondo
Hoogway,Found You
Dontcry,Edamame
Bcalm,hope
Raimu,Mystery Lands
Mondo Loops,Desert Winds
Izzchughtai,Ghuroor
Chris Brown,Under The Influence (Body Language)
347aidan,MEMORIES!
Trinidad Cardona,Love Me Back (Fayahh Beat)
Demi Lovato,Cool for the Summer - Sped Up (Nightcore)
Carnage,Xan Man
Sage The Gemini,Butter (feat. DJ Lucci)
JayB Singh,Chamqila Drip
Frizzell D'souza,Foolish Once Again
Stebin Ben,Thoda Thoda Pyaar
Raghav Chaitanya,Baatein
Faime,Feels Like You
Imdad Hussain,Khudaya Khair
Aksh Baghla,Kabhi Kabhi - 1min Music
Joell,Jeevan Ko Kya Naam Dun
Saahel,Zariya
Km Tape,Na Ja Chakri Ke Mare
NAV,Never Sleep (with Lil Baby feat. Travis Scott)
DJ Snake,Let Me Love You
gnash,"i hate u, i love u (feat. olivia o'brien)"
Kyle May,Together
Harriette,at least i'm pretty
Bryson Tiller,Exchange
Michael Jackson,Chicago
Chelsea Cutler,Your Shirt
The Wanted,Gold Forever
Niykee Heaton,Bad Intentions
HENRY,Night Drive
SoMo,Proud
N i G H T S,Selfish
Vasuda Sharma,Mera Hai Tu
Nayab Khan,Ye Dil Kyu Toda
The Landers,Gustakhiyan
Berg,Tantra
Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix
Semedo,Some People Say - Radio Edit
Apashe,Distance - Volac Remix
Moksi,Tidalwave
Chico Rose,Somebody's Watching Me - Deepend Remix
A-Trak,Coming Home
Modjo,Lady - Hear Me Tonight
Shermanology,Boyz N Da Club - Radio Edit
DJ Kuba,Feel The Vibe
Joshwa,My Humps
Yolanda Be Cool,We No Speak Americano (10th Anniversary Edit)
Disco Lines,Baby Girl
KSHMR,Kids (feat. MKLA)
Cut Copy,Zap Zap
Otto Knows,Million Voices - Radio Edit
Parachute Youth,Can't Get Better Than This
NLE Choppa,IN THE UK
D38,Never Me
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
William Singe,Bad and Boujee
lovelytheband,broken
bodie,i think i like u
Hoodie Allen,Come Around
9sense,Dedicated.4ever
Ranji,Can't Sleep - Radio Version
Jannis Block,TWENTYMYLOVE
OSVISS,Oxygen
WHITENO1SE,Trampoline
Symphonix,Aware
Damo,Close To Me
Theis EZ,Dreams
Animato,Heart Beat
Mike Candys,Overdose
HUTS,Million Years - Jerome Edit
Ranbir Kapoor,Meeting Place
Fun With Khanjan ,Samay samjhayega 
RJ Nayesha ✨,Samay samjhayega🌼
Kane Brown,Be Like That - feat. Swae Lee & Khalid
Hollow Coves,The Woods
Mr.Kitty,After Dark
surrenderdorothy,SittingInTheCar
WEEDMANE,SUICIDE YEAR - airshade Remix
Alx Beats,Everything Would Be Fine
Mickey Valen,Chills - Dark Version
ZAPRAVKA,Кислый данс
Prabh Deep,Qafir
Parmish Verma,Gaal Ni Kadni
Bhindder Burj,Jatt Kehnde Ne
Gopi Saini,Bewafa Lofi
Uprising Sachin,Brown Munde (Lofi)
Adele,Someone Like You
Lewis Capaldi,Someone You Loved
charlieonnafriday,After Hours
MEMBA,"For Aisha (Featured in ""The Sky Is Pink"")"
Tame Impala,The Less I Know The Better
Kodaline,All I Want
Bob.B Randhawa,Sadeyan Paran to Sikhi Udna
Jay Talhan,Jatt Diliyo Mercedes - The Tyni Remix
Jaura Phagwara,Black Matte
Bhalwaan,Priceless
Kushagra,Stalk
Tyson Sidhu,GODSPEED
Shriram Iyer,Afreen Afreen
Rik Beatz,Tu Mileya - LoFi
Bombay Jayashri,Zara Zara - LoFi Chill
Electro Stunners,Bemaniyaa (Lofi Flip) [feat. Adies]
Aahil World,Tu Aake Dekhle - Slowed and Reverb
DJ SAHIL SB,Indian Love - LoFi Flip
Ronit Vinta,Tu Chodiyon Na
Addy,Tum Kyu Chale Aate Ho (LoFi Mix)
Anubha Bajaj,Mann Mera - Lofi Flip
Vishal,Standing by You (Lofi)
Barzin Contractor,Tere Bina - Heartfelt Version
Pranish VP,Get You The Moon X Agar Tum Saath Ho
Karthik,Oka Maru
Yuvan Shankar Raja,Nee Yadalo Naaku
Rahul,ANECDOTE
Axonn,"Kun Faya Kun (Bollywood Lofi,Chill)"
J-Tek,Tim Duncan
Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX"
Yohani,"Manike (From ""Thank God"")"
Altamash Faridi,Aashiq Tera
DripReport,Skechers
raspy,roxstar
bearbare,Cup of Coffee
Lil J,IMSO
Ctrlgang,TACO TUESDAY IN PARADISE
Logan Paul,GOING BROKE
Idkconundrum,2much
TMG FRE$H,Anybody
Big Husk,Thotty Dance
ill Nicky,California
Ogizzle,"Phsyco, Pt. 2"
Mvntana,The Rollie Song - Remix
Jxve,Bandaids
Jal,Sajni - Slow Version
Machine Gun Kelly,Bad Things (with Camila Cabello)
116,Light Work
HELLSTRVCK,Trust Me
Killval,SO LONG
Divyansh Garhewal,Indian Lofi Music
Poorvesh Dave,Woh Lamhe Woh Baatein - LoFi
Gaurav,Billo Nachi Mere Naal - LoFi
Nidhish Gupta,Talking to the Chaand
Dope Beatz,Jeena Jeena
Jitz jz,Tose Naina (JZ Lofi Flip)
Ghost Rider,Lightning - Ghost Rider & Ranji Remix
Pribe,To Be
Naturalize,Party Girl
Danny Darko,Butterfly - Ranji Remix
Ndee Kundu,Naam Tera
Jess Loco,YTB (Yaar Tera Billo)
Imran Khan,Bewafa
Arjan Dhillon,Jawani
Amantej Hundal,Few Days
Khan Bhaini,Chak Chak Chak
Amitabh Bhattacharya,Ankahee
Monali Thakur,Sawaar Loon
Hemant Kumar,Hai Apna Dil To Aawara - Happy
Dominique,Ye Tumhari Meri Baatein
Manna Dey,Zindagi Kaisi Hai Paheli
Lonely Night,Speechless
Two Friends,Life's Too Short
Young Bombs,High Road
CVBZ,2 Gone
Goldbird,Paradise
Sander W.,One Night
Rosa Linn,SNAP - High and Fast
Vosai,See the Light
88rising,Midsummer Madness
Jawad Ahmad,Samjhawan
Kptaan,Tees Maar Khan
Zehr Vibe,Haye Jatta
Real Boss,Still Alive (Je Tu Chadgi Fr Kehda Jeona Chadta)
Matadoria,I.O.Y.A (Ayyo Vayye)
Foster The People,Pumped Up Kicks
Neon Trees,Everybody Talks
James Brown & The Famous Flames,I Got You (I Feel Good)
Sheck Wes,Mo Bamba
Roddy Ricch,The Box
2Pac,Changes
N.W.A.,Straight Outta Compton
JAY-Z,Ni**as In Paris
Yung Gravy,Mr. Clean
Moxas,Floor Seats (Text Back)
Macklemore & Ryan Lewis,Wing$
NF,When I Grow Up
Badda TD,Picture I Paint
Rarin,YESSIR!
DaBaby,ROCKSTAR (feat. Roddy Ricch)
Zedd,The Middle
SEB,seaside_demo
Devin Kennedy,Loose Change
elijah woods,fingers crossed
Ryan Mack,Overwhelmed (Ryan Mack Remix)
Stephen Dawes,Teenage Dream
Suriel Hess,Good Thing
Nic D,One Day
brb.,my type
WizTheMc,For A Minute
sammy rash,lead me on
dee holt,Picture
Torpe,Leave It All To Me (iCarly chill)
khai dreams,Sunkissed
remy,checked out (feat. Public Library Commute)
Kunal Babbar,I Dont Even Know
Azadd,Musafir
Saptak Chatterjee,Khula Aasmaan
MC Altaf,Samjhe Na
Om Karr,Ruh - Lofi Mix
Sahil Sharma,Tere Hone Se
Riar Saab,Obsessed
Sangram Malik,Buland Singh Mastana
Mr. Ives,Retro Lifestyle
Gulraj Singh,Pakeezah
Jey Vazz,Angry Before
Mika Noble,Waves
Tiggi Hawke,High Season
Danell Arma,Falling Down
Quarantino,Broken Love
Central Cee,Obsessed With You
Jaspreen Singh Kathpal,Bewafa Nikli Hai Tu
Bir,Afterhours
will.i.am,This Is Love
Avicii,The Nights
Sigala,Easy Love
Shierro,Ghosting
Lantai Dua Berdansa,Ganja Gun
Fred again..,Turn On The Lights again.. (feat. Future)
SG Lewis,Call On Me (with Tove Lo)
bbno$,i see london i see france
JAWNY,wide eyed
Aaron Smith,Dancin - Krono Remix
Jnr Choi,TO THE MOON - Gunna Remix
Yeat,Talk
NEIKED,Better Days (NEIKED x Mae Muller x Polo G)
NGHTMRE,Fall Into Me
Fuzon,Mora Saiyaan
Swarathma,Pyaasi
Team Tornado,DEVBHOOMI
Volkoder,Tornado
OsTEKKe,Another Love
Raz,Psy & Fly
Cheriimoya,"Living Life, In The Night"
Hilight Tribe,Free Tibet (Mixed) - Vini Vici Remix
Ivan B,Sweaters
CaliCronk,Stuck Inside
Slumberville,Lonely in London
Ajmw,Countach
Moody.,jocelyn
oofoe,beach
Ethan Rebel,Fever Dream
vensterbank,in the cafeteria
Glimlip,Goodnight
eaup,changes
Sexy Pigeon,Lookin' for Something
.clouds,exhale
SPEECHLESS,Bloom
a girl and a cat,lofi rain
Closed on Sunday,SAD! ~ lofi
A.P. Onez,Night City
XXIII,Afterlife
Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]"
kust,Beige
HoKø,Chill Balcony
Tophat Panda,Gateway To Heaven
Dimension 32,Ocean Breeze
Leo Motta,Feeling Good
Guy Rickard,Winning Streak
Second Harbor,Afternoons Like This
Elijah the Alchemist,Illuminate
Broky Flacko,Filon
fnonose,Scenic Route
Raj,Trust The Process
milligon,Wonder
Joshua Woolf,Carefree & Happy
BƱBBLE,Rooftop Stories
faff,Remember Me
Melatone,Head Down
Sineg,New York Days
Guidolain beats,Kite
Maadrhino,Forest Walk
Hz.,Across the Pond
Novvel,Walking In A Square
nitsche,High
Axian,Bending Rivers
Frederic Choppin´,Vacay All Day
Kiabits,Where Are You?
Ben Jammin' Beats,Tea Time
WOOLFSON,Indigo
Asphalt Jungle,Magna Fi
mystery_o,Easily Spoken
sftspkn,weekend special
Soulone Beats,Sunset
Lamar Azul,Jazzfields 2
sonka,Spirits
Jökull Logi,Appelsína
brass.beats,Come Through
URCHN,Serenade
Otaam,The Compound
Funky Fella,Blanket
Plant Guy,Inhale
moow,plants can dream like humans
Loud,Thoughts
Gurbax,Aghori
TroyBoi,O.G
Billx,Tree of Life
Ghost Stories,Lake Of Fire
Ghostemane,Squeeze
eleven,Cookie Clouds
Mike Oliver,Crystals
Aican,Warwick
Chill Collusion,Turnin'
Shalaq,Alice
Brenky,Floaters
Eclips3,Pass the salt
Rosemary beats,wombat
yoshio.,Tokyo memories
Papi Churro,Copa De Mare
LAV8,Under Water
Beat Oven,Beat Soup
Sid Southside,Birds in a Tree
Miramare,Belay
RainDear,Sketchy Dreamers
Oskar Hahn,Meadow
Max Wilman,Slow Down
SpoonBeats,Floating
Venn Divi,louis
Nitta' Gritta',Aquatic Crystals
Namaskar Blunt,Woke
Birds Of The West,When We Last Spoke
beauBAE,Jazzalottie
ZeDe,Clouds
Miscél,One
Billy X,Juttni (Uncensored)
JERRY,Street Style
Astrix,Deep Jungle Walk
Gurmn B,Jera Jatt Da
Talwiinder,Your Eyes
Henrique Camacho,Sevilla
Perpectua,Tezla
Chapeleiro,Shiva
1nonly,Stay With Me
Boslen,FALLEN STAR (feat. Y2K)
Samr8,Love Me Again (feat. Calvin Dixon)
Dj T.H.,Chasing Stars
Taaruk Raina,Kho Gaye
PnB Rock,HIGH
T3NZU,Drive Forever
BONES,AirplaneMode
Besomorph,Falling
Serhat Durmus,My Feelings
Nbhd Nick,Way Up
Still,My Love
Shefali Alvares,O Gujariya
Ali Haider,Purani Jeans
Forester,Spark
Zonderling,Lifetime
doVicente,Lullaby
Half an Orange,Downtown - Holmsey Remix
Don Diablo,2 Things
Lo'fi Boy,Sex for Breakfast II
Offset,Ric Flair Drip (with Metro Boomin)
James Blake,Mile High (feat. Travis Scott & Metro Boomin)
Wajid,Do U Wanna Partner
ARTBAT,Horizon
AleXZavesa,Cyberpunk 2099
Monday in Neptune,Temperateness
Stereoclip,Sunset Drive
Avoure,Aura
STRLGHT,Nadiali
8Kays,Inside - Jerome Isma-Ae Remix
Joris Delacroix,Aiguilhe
WhoMadeWho,Abu Simbel
Brigado Crew,Too Late - Damon Jee Remix
NWYR,The Lone Ranger
Robert Miles,Children
Oh Wonder,Landslide
Manak-E,"Paisa (From ""De Dana Dan"")"
Aneela Mirza,Say Na Say Na
Campus Emo,Choli Ke Piche - Rap Mix
Uttam Singh,Le Gayi
Tarun Sagar,Oh Girl You're Mine .
Prem Prakash,Angrejan Nache Mela Me Ramdevji DJ Song
Nitin Raikar,Phatela Jeb - Aankhen / Soundtrack Version
Usha Uthup,Doston Se Pyar Kiya - From 'Shaan' / Soundtrack Version
Mahalakshmi Iyer,Laung Da Lashkara
Anil Sharma,Make in India
Himesh Reshammiya,O Meri Zohrajabeen
Garry Sandhu,Yeh Baby
Vaishali Samant,Kehdoon Tumhen (Close To U)
Ishq Bector,Aye Hip Hopper
Maluma,Hawái - Remix
Gesaffelstein,Lost in the Fire (feat. The Weeknd)
Lithe,Pessimist
Sukriti Kakar,Pehli Baar
Snøw,Sunset/Sunrise
Jadu Jadu,virgo
Kaushik Rai,Kinna Chir - Acoustic Version
Wasted Glitter,In The Deep
SlowFly,Down the street
kobicha,blurry memories
Wavy Naps,Hope even more
Smoke Room Quartet,Between Us
Oatmello,Stardust
Maci,calm motion
Bamboozled Bumblebee,I fly by
Katashi Kaitō,Break Of Dawn
slowerful,by the book
Wax A Dizk,Moonshine
Lotus Beats,Bloom
Meryl Street,Sunwalker
The Five Murmurs,Clipped Cherries
Gold Coast Microscopes,Poolside
SanelliX,rain on us
nothing less,Faded
David Cutter Music,Slow Tree
Brian Ward,Waiting Room
Ymori,patterns
Jokujekku,Awake
omgkirby,sweater weather - slowed + reverb
Lil Baby,Drip Too Hard (Lil Baby & Gunna)
6LACK,Pretty Little Fears (feat. J. Cole)
Makar,Mood
Klur,Floating
Autograf,In Your Eyes
ATTLAS,Over The Water
Massane,Another Dawn
Lyke,AROSE
Eli & Fur,Otherside - Nils Hoffmann Remix
KhoMha,Lights Code
LTN,After Dark
Attom,Distant Memories - Otherwise Fine Remix
Fatum,You Asked For It
Alkemie,In Love With Your Sin
Polar Inc.,Pearly
Blonde Maze,Diamond Eyes
UNFAYA,EVERYDAY ANYONE
Phaxe,Passion - Original mix
OBOY,Avec Toi
RPT MCK,Chìm Sâu
itssvd,Losing Interest
Kid Travis,Stay (Don't Go)
Scott Rill,Before I Die
A$AP ANT,3AM in New Orleans
Vegas (Brasil),Answer From The Stars - Vagus Vip Remix
Liquid Soul,Universe Inside Me (Mixed)
Synergetic Emotion,Feeling
Vermont (BR),Survey Selva - D-Stroyer Remix
Prokse,Mirror Masa (I Think I'm Fallin' for Ya)
John K,if we never met
RINI,My Favourite Clothes
Star Boy Loc,Bob Marley
Ranveer Singh,Apna Time Aayega
Fly By Midnight,Automatic (feat. Jake Miller)
Ludvig Alexis,Carry Me
B8tz,Sharir Ki Atma (Remains)
Adam Rich,Alone
Lost Scripture,Tera Chehra - Lost Scritpure Edit
The Aerodynamikz,Lovely
Vicetone,Astronomia
Coffeeshop,Break Free
VTORNIK,Money Rain - Phonk Remix
Invisible,Gone Before The Morning
Hard Lights,Frozen River (feat. Jessica Chertock)
VIZE,Space Melody (Edward Artemyev) (feat. Leony)
Kordhell,Live Another Day
WHOCARES,Tom's Diner
EMDI,Push That Feeling Away
Poylow,I Need Your Love
Galantis,No Money
Shouse,Love Tonight (David Guetta Remix Edit)
southstar,Miss You
Madism,Pumped Up Kicks
ONEIL,For You
LUM!X,Monster
Arcando,Nobody Else
Yung Lean,Ginseng Strip 2002
Amrit Maan,Hanji Hanji
Shahmeer Raza Khan,That Woman In The Black Dress
Hassan & Roshaan,Yaari
HASHAM,DARD
Culture Code,Wish You The Best
Pawandeep Rajan,Tere Bagairr
Five YearsFromNow,Ho Na Juda
Vincent Rayn,Find My Way - Vincent Rayn Soul Treat
R U Steve,Under the Sun
Beamer,Violet
Pav Dharia,Na Ja
Harf Cheema,Gym
D J Flow,Police
Karan Randhawa,Tere Bare
Lehmber Hussainpuri,Sadi Gali
Twinbeatz,Diamond
Punit Singh,Teri Meri Pehli Sham
Teflon Sega,RAIN
San Holo,IT HURTS!
SwitchOTR,Coming for You (feat. A1 x J1)
BoyWithUke,IDGAF (with blackbear)
Coolio,Gangsta's Paradise
blamos,Still Woo
Arbaaz Ahmad,Chad Ke Geya
The Atlas Sings,KIOKU
Yashraj,Dhundhala
Simon Kosta,Hiding
Jagger,Tearing Me Apart
LUCKI,KAPITOL DENIM
4B,Lucid (with Austin Mahone & Abraham Mateo)
RÜFÜS DU SOL,Alive
Armani White,BILLIE EILISH.
Sanjay Leela Bhansali,Meri Jaan
mike.,life got crazy
Connor Price,Spinnin
Whethan,COMPLICATED (feat. aldn & 8485)
salem ilese,PS5 (with TOMORROW X TOGETHER & Alan Walker)
Swedish House Mafia,Lifetime (with Ty Dolla $ign & 070 Shake)
Tinlicker,Because You Move Me
Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio)
Will Sparks,LSD
Paradox,Gang wale munde
tobi lou,2hrs
NSH,Lost in Space
AVAION,Keep On Dancing
Lvne,Beautiful
WAVE.,Memories - Jyrymy Remix
PaulWetz,Moment
Technical Hitch,Shiva Tandava Stotram
Oxidaksi,ProggyDaksi
QARAN,Tareefan
Sunanda Sharma,"Mummy Nu Pasand (From ""Jai Mummy Di"")"
Jasmine Sandlas,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")"
Pawni Pandey,Laila Main Laila
Jyotica Tangri,Dream Mein Entry
Arnold Pachano,Patakha Guddi Drill Mix
Simran Keyz,Mithi Mirchi
Jassa Dhillon,1 On 1
Rudy Ripani,Hypnotic - Original Mix
Maddix,Activating
Denise Schneider,You Can't Stop Us
Jerome Isma-Ae,Hold That Sucker Down (Mixed) - Charlotte de Witte Trance Remix
Space 92,Colonia
Clap Codex,Elysium
Sam Paganini,Rave - Remix
Charlotte de Witte,Doppler
Adam Beyer,Dirty Lagoon
Teenage Mutants,Die Transformation
Sonic Snares,Together
Mha Iri,Timeless - Original Mix
Can Durmus,Blinding Lights
NoNameLeft,Ego Lab
biskuwi,Unsettle
Age Of Love,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix)
Patrick Scuro,We All Unite
Lilly Palmer,We Control
Bunny Gill,Kaali
RvD,RIHA
Juss,Safar
GVL KHAN,Alvida
Kadebostany,Wild in Secret
Ruchir Kulkarni,Kash Maar
Super Deluxe,Connection
BASSTON,PRAISE THE LORD (TECHNO) - (Durdenhauer Edit - BASSTON Cover)
DIVINE,Baazigar
Natasha Noorani,Laiyan
Karakoram,Ye Dunya
Annural Khalid,lost
Rap Demon,Agency
SNKM,Nighat & Paras
Barney Sku,Your Eyes
ROBPM,I Wanna
Mainstreet,Stop The Time
Mohammed Rafi,"Gulabi Ankhen - From ""The Train"""
Sanam,Gulabi Aankhen
Tabassum,Commentary Tabussum And O Saathi Re - Muqaddar Ka Sikandar
Laxmikant–Pyarelal,Man Kyoon Behka Re Behka Aadhi Raat Ko
Kalyanji-Anandji,Neele Neele Ambar Par - Male Version
Sudesh Bhosle,Jooma Chumma De De
Nazia Hassan,Aap Jaisa Koi - Qurbani / Soundtrack Version
Shailendra Singh,Main Shair To Nahin
Simar Panag,Tu Hi Das De
Madoc,Indie Safar (2022)
S. P. Balasubrahmanyam,Pehla Pehla Pyar
Dj Kiran Kamath,House Party Mix (2022)
Anuradha Paudwal,Too Mera Hero Hai
Dr.Kamlesh Avastathi,Zindagi Imtihan Leti Hai - Naseeb / Soundtrack Version
Kanchan,Laila O Laila - Qurbani / Soundtrack Version
Pankaj Udhas,Chandi Jaisa Rang - Live In India/1984
Deepak Rathore Project,Tuta Pull Wahan
Hustler Player,Meri Kahani
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"
Maru Nara,I NEVA GO HARD
Parveen Sultana,Humen Tumse Pyar Kitna
Geeta Dutt,Babuji Dheere Chalna
GoldLink,Herside Story
